"","ID","exp_cond","big_Or01","big_N02","big_Nr03","big_O04","big_E05","big_E06","big_C07","big_C08","big_N09","big_A10","big_Ar11","big_Nr12","big_Er13","big_C14","big_Or15","big_E16","big_O17","big_E18","big_A19","big_Cr20","big_Cr21","big_N22","big_Or23","big_A24","big_Or25","big_C26","big_Er27","big_Nr28","big_Cr29","big_Ar30","big_C31","big_Er32","big_N33","big_Cr34","big_Or35","big_N36","big_Ar37","big_A38","big_Cr39","big_E40","big_Er41","vas_ar","age","gender","edu","occ","income","inc_cur","inc_normed","fav_device","tech_interest","operating_sys","os_use","os_pref","IP","session_length","page_trail","pages_visited","os_auto","fbclid","quit_early","rt_1","rt_2","rt_3","rt_4","rt_5","rt_6","seriousness","so","validation_kicked_in_2","vi_1","vi_2","vi_3","vi_4","vi_5","vi_6","z0_browser_screen_h","z0_browser_screen_w","start","end","plausicheck","true_trail","do_idx"
"123",58038,"74VAS",4.3,2.2,2.8,3.4,3.8,3.6,3.7,3.9,1.9,4.2,4.9,3.3,3.8,3.5,3.9,3.5,4.1,1.2,3.3,2.9,3.8,2.1,3.6,4.2,4.3,3.6,3.8,2,4.1,2.3,3.8,3.7,2.2,3.8,3.9,3.4,4.9,3.3,4.4,4.3,3.6,63,20,"woman","primary","student",100,"euro",100,"Smartphone ",56,"mac","mac","mac","141.70.104.228",435,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,NA,16322,NA,73794,106483,62949,48104,"participate","so",0,1,NA,1,1,1,1,1180,820,2024-04-11 08:15:02,2024-04-11 08:22:17,0,7,0
"124",97136,"74VAS",4.3,2.4,3.8,3.7,3.7,4.1,1.9,1.5,3,3.6,4.4,2.4,2.2,3.7,4.2,3.6,3.8,2.9,3.6,1,2.1,1,5,3.7,3.7,4.7,3.9,2.3,1.7,3.9,1.6,4,2.2,3.9,4.8,3.6,4.3,4,4.2,3.5,4.4,100,23,"woman","college","student",1300,"euro",1300,"Ipad",64,"iphone","other","mac","46.223.161.127",434,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,NA,23472,NA,91434,56713,89283,105533,"participate","so",0,1,NA,1,1,1,1,812,375,2024-04-11 12:12:15,2024-04-11 12:19:29,0,7,0
"125",22923,"89LIK",5,2,2,5,2,4,4,4,1,5,5,2,2,4,4,3,4,2,4,4,4,2,4,4,5,5,3,2,3,3,2,3,2,5,4,2,4,4,4,4,4,58,19,"woman","high school","student",400,"euro",400,"MS Surface Go2",28,"win","win","win","134.34.7.235",415,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",NA,NA,33992,NA,46076,42702,43264,144149,"participate","so",0,1,NA,1,1,1,1,854,1280,2024-04-11 12:38:44,2024-04-11 12:45:39,0,7,0
"126",68333,"89LIK",4,4,4,5,3,3,3,3,4,4,2,5,2,3,4,4,4,2,3,2,3,3,2,4,4,3,3,2,3,4,4,5,3,4,4,4,5,2,4,3,5,46,20,"woman","primary","student",600,"euro",600,"Android smartphone",21,"android","win","win","134.34.7.144",227,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; ANA-NX9; HMSCore 6.13.0.322) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 HuaweiBrowser/14.0.5.302 Mobile Safari/537.36",NA,NA,23496,NA,36687,32679,25408,60096,"participate","so",0,1,NA,1,1,1,1,780,360,2024-04-11 15:54:29,2024-04-11 15:58:16,0,7,0
"127",84527,"89LIK",5,3,2,5,1,3,3,3,2,5,5,3,2,3,5,1,5,1,4,3,4,4,5,5,5,4,2,2,3,3,3,2,2,4,5,3,3,4,4,3,4,63,26,"woman","high school","student",1200,"euro",1200,"iPhone 13",50,"iphone","mac","mac","176.6.26.64",530,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",NA,NA,222074,NA,83878,45077,35989,81460,"participate","so",1,1,NA,1,1,1,1,844,390,2024-04-11 18:48:12,2024-04-11 18:57:02,0,7,0
"128",22037,"66VASnt",3.7,1.9,2.4,4.8,2.4,3.6,2.7,3.7,1.6,4.9,4.6,3.3,2.8,3.1,4.7,4,3.6,3.8,4,3.9,3.6,1,4.8,4.7,2.6,4.4,2.5,1.8,2.4,4.5,2.7,3,2.3,3.5,4.7,2.2,4.5,4.2,4.7,3.6,5,73,20,"man","high school","student",NA,NA,NA,"Pc",66,"mac","mac","win","141.70.82.201",171,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",NA,NA,11738,39216,26977,33543,26309,30727,"participate","so",0,1,1,1,1,1,1,727,1194,2024-04-11 19:48:26,2024-04-11 19:51:17,0,7,0
"129",6148,"74VAS",3.6,4.2,3,2.6,3.1,3.6,3.6,4.5,3,4.3,5,3.3,3.6,4.3,4.3,2.6,2.2,3.8,3.8,3.9,4.3,3.5,2.7,3.6,3.5,4.5,2.6,2.7,3.5,3.7,3.2,3.7,3.4,3.1,3.6,3.3,3.4,3.9,3.5,3.7,3.7,83,30,"woman","college","student",1450,"euro",1450,"iPhone ",42,"iphone","mac","win","80.187.65.125",647,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,NA,22395,NA,162902,134626,109492,81063,"participate","so",0,1,NA,1,1,1,1,844,390,2024-04-12 12:18:09,2024-04-12 12:28:56,0,7,0
"130",52713,"66VASnt",3.6,4.4,2.7,4.6,4.1,3.7,1.6,1.7,3.9,3.9,4,4.2,4.8,2.4,4.6,3.9,3.2,4,3.9,2,1.4,1.4,2.2,4.5,5,2.1,4.4,2,1.6,3.6,1,4.1,3.9,2,4.9,3.8,5,2.1,1.2,4.3,4.6,66,19,"woman","high school","student",9e+05,"dollar",828000,"apple smartphone ",18,"mac","mac","mac","136.242.8.19",331,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15",NA,NA,21917,55049,33844,87734,50830,79559,"participate","jk",0,1,1,1,1,1,1,900,1440,2024-04-12 19:02:00,2024-04-12 19:07:31,0,7,0
"131",87538,"66VASnt",4.8,2.7,4.2,3.8,1,1,3.8,3.4,5,5,5,3.8,1,2.8,3.5,3,4,1,3.1,4.3,2.4,5,3.6,4.5,3,4.6,1.6,5,2,2.7,1.9,4.4,4.3,2.3,4.5,4.5,5,3.9,3.1,1,4.3,0,24,"woman","high school","student",NA,NA,NA,"iPhone",29,"iphone","mac","mac","104.28.130.36",731,"start.html - start.html - 148.html - 270.html - 392.html - 469.html - start.html - 148.html - demosend.html - start.html - 148.html - thank.html",12,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,NA,7836,91422,134166,40019,171169,81465,"participate","so",0,1,1,1,1,1,1,780,360,2024-04-13 21:00:46,2024-04-13 21:12:57,0,7,0
"132",10569,"89LIK",5,1,1,4,2,3,3,4,1,5,5,2,2,4,5,3,4,3,5,3,1,1,5,5,5,3,2,1,5,5,1,2,1,1,5,1,5,5,4,3,2,38,25,"woman","college","student",1800,"euro",1800,"Windows Laptop",90,"android","win","win","14.241.120.2",182,"start.html - start.html - start.html - start.html - 148.html - 148.html - 148.html - 148.html - 270.html - 392.html - 469.html - 469.html - 469.html - 469.html - demosend.html - demosend.html - demosend.html - demosend.html - thank.html",19,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,NA,17269,NA,25307,22994,17486,49468,"participate","so",0,1,NA,1,1,1,1,760,360,2024-04-14 01:42:02,2024-04-14 01:45:04,0,7,0
"133",1e+05,"89LIK",5,4,2,5,2,4,1,4,5,5,4,1,2,4,5,4,4,4,5,1,4,4,3,4,3,5,1,4,3,2,2,3,4,5,5,5,4,5,5,3,4,36,21,"man","high school","student",0,"euro",0,"Macbook",34,"mac","mac","mac","46.223.161.232",388,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,NA,23784,NA,59853,77198,34610,83902,"participate","so",0,1,NA,1,1,1,1,1180,820,2024-04-14 09:58:51,2024-04-14 10:05:19,0,7,0
"134",66436,"66VASnt",5,2.9,3.9,4.3,3.9,4.3,4.8,4.4,1.3,4.7,4.9,4,5,4.6,2.6,4.5,4.9,4.2,4.2,4.9,3.9,3.6,3.8,4.8,2.6,3.6,4.7,1.4,4,4.9,2.3,5,3.3,4.7,3.9,3.6,5,3.9,4.8,4.3,5,72,23,"woman","college","student",900,"euro",900,"Samsung phone",35,"win","win","win","141.70.82.215",290,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,44958,46447,55354,43891,33208,62573,"participate","so",0,1,1,1,1,1,1,720,1280,2024-04-14 11:07:27,2024-04-14 11:12:17,0,7,0
"135",86886,"89LIK",3,4,1,5,5,2,3,4,5,5,5,4,2,4,5,4,4,2,5,5,4,2,4,5,5,5,5,4,3,2,2,5,1,2,5,2,5,3,3,5,4,67,22,"woman","high school","student",450,"euro",450,"Iphone",99,"win","other","other","141.70.104.42",838,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,508684,NA,50083,45345,30254,144458,"participate","so",0,1,NA,1,1,1,1,1298,2307,2024-04-14 12:40:52,2024-04-14 12:54:50,0,7,0
"136",43740,"89LIK",5,4,3,4,4,5,3,3,3,5,4,5,4,4,4,3,4,3,4,2,2,3,4,5,4,4,3,4,2,1,2,4,4,4,5,5,4,4,4,4,5,57,22,"woman","high school","student",550,"euro",550,"Apple Laptop",27,"mac","mac","mac","217.231.124.82",266,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,NA,9135,NA,45031,64356,34504,41966,"participate","so",0,1,NA,1,1,1,1,900,1440,2024-04-14 12:46:58,2024-04-14 12:51:24,0,7,0
"137",69458,"89LIK",5,2,2,5,3,4,5,5,1,5,2,3,4,5,5,4,2,4,4,4,4,1,5,4,5,5,3,1,3,3,3,5,2,4,5,3,4,3,4,4,5,62,20,"man","high school","student",450,"euro",450,"Apple IPad",46,"mac","win","win","46.223.160.18",316,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",NA,NA,58010,NA,38063,54591,22106,104838,"participate","so",0,1,NA,1,1,1,1,1112,834,2024-04-14 13:19:17,2024-04-14 13:24:33,0,7,0
"138",65535,"74VAS",5,3.5,1.4,4.1,2.5,3.3,2.6,2.5,1.9,4.2,4.6,2.7,2.4,3.2,4.5,4,2.7,2.4,3.2,3.6,3.4,1.5,5,4.1,5,4.7,3.8,1.3,2.8,4.1,4,3.3,1.2,4.5,5,1,5,3.4,5,1,3.7,77,24,"man","high school","student",900,"euro",900,"Android Smartphone",100,"win","win","win","141.70.82.202",271,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0",NA,NA,11837,NA,78543,42684,34827,62889,"participate","so",0,1,NA,1,1,1,1,864,1536,2024-04-14 18:33:30,2024-04-14 18:38:01,0,7,0
"139",53185,"66VASnt",3.8,2.6,4.4,4.7,1,1.1,2.1,3.1,4.6,4.8,4.9,4.8,1.1,2.9,2.3,1.1,1.4,1.5,2.3,3.9,3.1,4,2.6,2.7,4.4,2.9,1.2,4.8,2.3,4.6,1.8,1.2,4.4,4.2,4.7,4.6,4.8,3.1,2.4,1.1,1.3,35,40,"woman","high school","employed",3300,"dollar",3036,"Chromebook",19,"linux","win","win","67.250.139.116",532,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,15850,60338,47184,104171,40315,109545,"participate","jk",0,1,1,1,1,1,1,1080,1920,2024-04-14 18:46:28,2024-04-14 18:55:20,0,7,0
"140",65086,"89LIK",3,3,4,3,1,2,3,3,4,5,5,3,1,2,2,2,2,2,3,4,2,5,1,5,2,4,1,4,2,4,3,4,2,5,4,3,5,5,2,3,4,18,21,"woman","high school","student",700,"euro",700,"Apple iPhone",0,"iphone","mac","mac","95.208.211.75",521,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1",NA,NA,51269,NA,76353,71354,35866,154645,"participate","so",0,1,NA,1,1,1,1,1080,810,2024-04-14 21:39:29,2024-04-14 21:48:10,0,7,0
"141",71564,"89LIK",4,4,2,4,4,4,4,5,3,5,4,3,3,5,5,3,4,3,4,4,2,2,5,5,5,5,3,3,4,5,3,5,1,5,5,3,5,5,5,3,5,62,26,"woman","primary","student",800,"euro",800,"Android Smartphone ",0,"android","win","win","5.10.15.195",237,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,NA,17369,NA,37186,45174,28578,78654,"participate","so",0,1,NA,1,1,1,1,873,393,2024-04-15 12:36:58,2024-04-15 12:40:55,0,7,0
"142",29816,"66VASnt",4.3,1.2,1.5,4.3,1.7,3.6,4,4,1.4,4.8,4.6,1.6,2.5,3.9,4.4,2.4,4.5,2.3,3.7,4.1,3.6,1.3,4.6,4.3,2.8,4.3,2.3,1.1,4,3.8,4.4,2.6,2.1,4.8,3.9,3.6,4.8,3.5,4,3.9,3,68,22,"man","college","student",1400,"euro",1400,"Apple iPhone",95,"win","win","win","134.34.7.131",261,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,NA,9422,41637,35035,35338,85090,51383,"participate","so",0,1,1,1,1,1,1,1080,1920,2024-04-15 14:15:35,2024-04-15 14:19:56,0,7,0
"143",91827,"89LIK",3,4,4,4,3,4,3,2,1,5,5,3,4,3,4,4,3,4,4,3,2,3,4,4,4,5,4,2,2,3,3,4,4,3,5,2,3,4,4,4,4,87,19,"woman","high school","student",1000,"euro",1000,"Smartphone",38,"mac","mac","mac","134.34.7.238",432,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,NA,11891,NA,28003,72246,107371,106536,"participate","so",1,1,NA,1,1,1,1,1080,810,2024-04-15 15:03:29,2024-04-15 15:10:41,0,7,0
"144",13148,"89LIK",4,3,4,5,1,3,2,3,3,4,4,5,2,3,4,2,5,3,4,4,1,3,4,4,5,4,2,3,2,4,2,4,3,2,5,4,5,4,4,2,3,62,22,"man","high school","student",800,"euro",800,"HP Laptop",35,"win","win","win","141.37.128.1",419,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,NA,36418,NA,60401,95214,46453,96813,"participate","so",0,1,NA,1,1,1,1,864,1536,2024-04-15 15:18:33,2024-04-15 15:25:32,0,7,0
"145",70114,"74VAS",3.6,3.4,2.3,4.4,1.9,3.9,2.9,3.3,1.4,4.7,4.9,1.3,4.6,4.7,4,4.4,3.4,4,4.2,4.1,4.3,4.4,4.6,4.6,4.7,4.7,2.8,1.4,4.1,2.5,3.5,4.3,2,4.1,4.4,1.4,4.6,4.4,4.4,4.3,4.7,70,23,"woman","high school","student",900,"euro",900,"e-book reader tablet",68,"win","win","win","134.34.7.163",382,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,NA,13350,NA,75411,57592,71251,85124,"participate","so",0,1,NA,1,1,1,1,720,1280,2024-04-15 15:33:40,2024-04-15 15:40:02,0,7,0
"146",62901,"66VASnt",4.4,3.8,2.2,3.5,2.2,4.5,1.6,1.2,3.7,4.6,2.6,4.2,3,2.3,3.7,4.2,3.9,3.9,3.9,2.6,1.4,2.6,3.7,4.6,3.7,4.1,2.6,3,2.6,3.4,1.8,4.7,2.8,3.3,4.1,1.8,4.7,4.2,1.3,4.2,3.9,50,23,"nonbinary","high school","student",500,"euro",500,"nintendo dslite",13,"mac","mac","mac","141.37.128.1",205,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",NA,NA,9004,40379,32736,39418,32910,49044,"participate","so",0,1,1,1,1,1,1,900,1440,2024-04-15 16:00:15,2024-04-15 16:03:40,0,7,0
"147",42586,"66VASnt",4.3,4.4,3.8,4.2,1.8,3,2.2,3,2,4.9,3,3.4,2.1,3.3,4.9,2.1,4,2.3,3,3.9,1.7,3.8,3.9,4.4,4.3,4,2.3,2,4,3.6,1.8,4.4,1.9,2.8,5,3.5,4,3.3,2.7,3.7,4.5,59,21,"woman","high school","student",230,"euro",230,"iPad",5,"mac","mac","mac","141.70.104.115",188,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,NA,21600,36684,27614,25457,24685,50793,"participate","so",0,1,1,1,1,1,1,1194,834,2024-04-15 16:34:47,2024-04-15 16:37:55,0,7,0
"148",27162,"74VAS",4.5,3.8,4.8,3.6,3.2,1.6,2.4,2.5,4,2.7,2.2,4.4,3.8,1.6,3.5,2,4.3,3.4,2.5,1.3,1.2,4.9,3.3,1.9,3.4,3.3,3.1,4.1,1.2,2.6,1.2,3.2,3.4,1.5,4.1,4.2,3.5,3.3,4.5,1.4,4,57,21,"woman","high school","student",500,"euro",500,"iPhone ",19,"mac","mac","mac","46.223.161.98",272,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",NA,NA,13344,NA,54960,33594,40152,88322,"participate","so",0,1,NA,1,1,1,1,900,1440,2024-04-15 19:17:18,2024-04-15 19:21:50,0,7,0
"149",36784,"89LIK",4,3,3,4,5,5,3,4,3,4,5,3,3,4,4,5,3,5,5,4,4,2,4,3,5,5,3,3,3,1,4,5,2,1,5,3,5,4,4,5,4,29,36,"woman","college","employed",2500,"euro",2500,"Samsung Smartphone",95,"android","win","win","176.2.77.253",734,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36",NA,NA,406358,NA,55181,42135,41251,91583,"participate","so",0,1,NA,1,1,1,1,780,360,2024-04-15 20:38:24,2024-04-15 20:50:38,0,7,0
"150",84212,"74VAS",2.8,3.5,2.9,3.3,2.6,4.7,2.6,4,2.8,5,4,2.7,3.3,3.3,3.8,3.4,3.1,2.1,3.5,3.5,3.7,3.6,4,4.3,4.6,3.8,2.4,2.6,3.9,3.8,3.3,3.4,2.3,3.5,3.9,2.1,3.7,3.7,3.7,3.9,3.4,71,18,"woman","high school","student",2000,"euro",2000,"Apple iPhone",27,"mac","mac","mac","89.244.122.103",422,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html - thank.html",9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",NA,NA,20432,NA,64851,59771,44950,119180,"participate","so",0,1,NA,1,1,1,1,900,1440,2024-04-16 08:50:20,2024-04-16 08:57:22,0,7,0
"151",22774,"66VASnt",5,2.1,1.1,4.1,4.2,4.9,4.4,4.3,1.1,4.8,5,4.2,5,3.2,5,5,4.9,4.5,4.5,2.7,2.3,1.8,4.5,5,4.8,4.9,4.5,1.5,5,2,4.9,5,1.1,4.9,4.8,1.1,4.9,2.3,2.4,4.9,4.8,69,25,"woman","high school","student",600,"euro",600,"smartphone",19,"win","win","win","79.215.99.199",270,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,NA,34854,74658,41859,31680,29703,54218,"participate","so",0,1,1,1,1,1,1,720,1280,2024-04-16 13:14:03,2024-04-16 13:18:33,0,7,0
"152",71497,"66VASnt",4.9,3,3.9,2.4,2,4,2.8,3.4,1.8,5,5,2.8,1.9,4.2,4.2,4.5,1.5,2.3,5,3.9,4.9,1.7,4.6,5,4,3.8,4.1,2.1,3.8,2.3,1.3,2,2.2,4.3,4.5,1.4,4.7,4.8,3.4,4.3,4.5,74,21,"man","high school","student",1000,"euro",1000,"Macbook",24,"mac","mac","mac","88.130.48.8",185,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",NA,NA,7290,34741,38985,28665,36023,37163,"participate","so",0,1,1,1,1,1,1,956,1470,2024-04-16 13:56:23,2024-04-16 13:59:28,0,7,0
"153",86660,"74VAS",4.4,3.7,3.6,4.7,2.2,3.5,3.7,4.4,2.2,4.8,4.1,3.4,2.4,3.8,4.2,2.6,3.1,3.2,4.2,3.6,3.9,2.4,3.5,3.8,3.8,4.9,2.6,2.5,2.1,3.6,2.7,2.7,2.3,2.9,4.7,2.8,2.7,2.8,2.7,3.3,1.6,31,30,"man","high school","student",0,"euro",0,"Gaming Pc",63,"win","win","win","5.10.9.161",607,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,NA,82377,NA,97729,128382,60521,136952,"participate","so",0,1,NA,1,1,1,1,864,1536,2024-04-17 09:57:43,2024-04-17 10:07:50,0,7,0
"154",46929,"89LIK",5,3,4,4,4,4,4,4,3,5,3,3,4,4,4,4,4,4,4,4,3,4,5,4,5,5,4,3,4,4,4,5,1,4,5,3,3,4,4,4,5,66,20,"woman","high school","student",300,"euro",300,"Tablet",34,"android","win","win","134.34.7.153",168,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,15489,NA,27858,23442,23300,50943,"participate","so",0,1,NA,1,1,1,1,800,1334,2024-04-17 10:40:35,2024-04-17 10:43:23,0,7,0
"155",24446,"74VAS",3,5,3.3,5,2.9,3.4,2.6,1.6,3.6,4.2,2.5,2.3,3.4,3.3,2.5,4.1,4.1,2.4,3.9,1.8,1,5,4.2,4.3,1.8,4.4,1.4,1.9,2.6,3.6,3.5,2.3,3.4,1.9,3.8,1,5,4.6,3.6,4.6,4.6,87,32,"man","college","employed",4000,"euro",4000,"Android Smartphone",78,"win","win","win","95.143.54.52",514,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,NA,29431,NA,162098,86100,57500,129339,"participate","so",0,1,NA,1,1,1,1,1080,1920,2024-04-17 12:15:31,2024-04-17 12:24:05,0,7,0
"156",70557,"66VASnt",2.7,1.7,1.4,3.3,1.8,4,4.2,4.1,1.6,4.7,4.5,1.8,1.9,4.4,4,3.8,3.8,3.6,4.7,4.3,2.7,2,3.6,4.5,3.7,4.6,2.5,2,3.3,4.2,3.7,3.4,1.6,4.6,4.1,2,4.9,3.9,4.7,4.2,4.4,69,25,"man","college","student",1500,"euro",1500,"Thinkpad",85,"win","win","win","109.192.246.52",651,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,NA,33043,155496,120341,97764,125591,117645,"participate","so",0,1,1,1,1,1,1,864,1536,2024-04-17 18:20:45,2024-04-17 18:31:36,0,7,0
